user,product,score
6569a546244fd77c40ab5997,644eadd1388d059aa61997ec,5
6569a546244fd77c40ab5997,656a07afa367f3d219bcf805,4
6569a546244fd77c40ab5997,656a16b8a367f3d219bd036d,3
6569a546244fd77c40ab5997,656a1755a367f3d219bd0429,5
6569a546244fd77c40ab5997,644e9d3e388d059aa6199752,5
6569a546244fd77c40ab5998,656a07afa367f3d219bcf805,5
6569a546244fd77c40ab5998,656a0e4ba367f3d219bd0025,5
6569a546244fd77c40ab5998,6569ffe8a367f3d219bcf3f1,4
6569a546244fd77c40ab5998,656a0ad9a367f3d219bcfa0c,5
6569a546244fd77c40ab5998,656a0ba2a367f3d219bcfb05,5
6569a546244fd77c40ab5999,6569ff0ea367f3d219bcf3c3,5
6569a546244fd77c40ab5999,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab5999,656a0254a367f3d219bcf492,5
6569a546244fd77c40ab5999,656a0367a367f3d219bcf598,4
6569a546244fd77c40ab5999,656a19a7a367f3d219bd0513,5
6569a546244fd77c40ab599a,656a0a40a367f3d219bcfa00,5
6569a546244fd77c40ab599a,6569fd50a367f3d219bcf213,1
6569a546244fd77c40ab599a,6568a16a68a4e80a2949307b,4
6569a546244fd77c40ab599a,644e9f32388d059aa6199760,5
6569a546244fd77c40ab599a,656a00b6a367f3d219bcf446,4
6569a546244fd77c40ab599b,644e9b74388d059aa6199744,5
6569a546244fd77c40ab599b,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab599b,656a0d3da367f3d219bcff32,5
6569a546244fd77c40ab599b,6456afc8810745eb5ce35e94,5
6569a546244fd77c40ab599b,656a18b2a367f3d219bd0502,4
6569a546244fd77c40ab599c,644ead35388d059aa61997e4,4
6569a546244fd77c40ab599c,656a0159a367f3d219bcf451,5
6569a546244fd77c40ab599c,656a13b0a367f3d219bd01d0,5
6569a546244fd77c40ab599c,656a1472a367f3d219bd0200,5
6569a546244fd77c40ab599c,645ccb8bd64083493822c36d,5
6569a546244fd77c40ab599d,6569ffe8a367f3d219bcf3f1,5
6569a546244fd77c40ab599d,656a16b8a367f3d219bd036d,5
6569a546244fd77c40ab599d,656a18b2a367f3d219bd0502,5
6569a546244fd77c40ab599d,656a19a7a367f3d219bd0513,5
6569a546244fd77c40ab599d,656a11cba367f3d219bd00c5,5
6569a546244fd77c40ab599e,64528baf251f74d7d4c2fce5,5
6569a546244fd77c40ab599e,645ccca2d64083493822c61c,5
6569a546244fd77c40ab599e,656a04f1a367f3d219bcf5a2,5
6569a546244fd77c40ab599e,656a15afa367f3d219bd0220,5
6569a546244fd77c40ab599e,644ea11b388d059aa6199770,4
6569a546244fd77c40ab599f,645cce2bd64083493822c80c,5
6569a546244fd77c40ab599f,644eaef8388d059aa61997f6,5
6569a546244fd77c40ab599f,65689d1168a4e80a29493049,5
6569a546244fd77c40ab599f,656a085ba367f3d219bcf80f,5
6569a546244fd77c40ab599f,65689e7c68a4e80a29493053,4
6569a546244fd77c40ab59a0,656a13b0a367f3d219bd01d0,5
6569a546244fd77c40ab59a0,656a11cba367f3d219bd00c5,5
6569a546244fd77c40ab59a0,6569ffe8a367f3d219bcf3f1,5
6569a546244fd77c40ab59a0,656a0a40a367f3d219bcfa00,5
6569a546244fd77c40ab59a0,656a0e4ba367f3d219bd0025,5
6569a546244fd77c40ab59a0,6569fd50a367f3d219bcf213,5
6569a546244fd77c40ab59a0,656a19a7a367f3d219bd0513,5
6569a546244fd77c40ab59a1,656a0d3da367f3d219bcff32,5
6569a546244fd77c40ab59a1,6569fdfca367f3d219bcf21d,5
6569a546244fd77c40ab59a1,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59a1,644eadd1388d059aa61997ec,4
6569a546244fd77c40ab59a1,656a1755a367f3d219bd0429,5
6569a546244fd77c40ab59a1,656a16b8a367f3d219bd036d,4
6569a546244fd77c40ab59a1,644ecb51b745ed0835b36f04,5
6569a546244fd77c40ab59a2,656a0ba2a367f3d219bcfb05,5
6569a546244fd77c40ab59a2,645cce2bd64083493822c80c,3
6569a546244fd77c40ab59a2,656a0254a367f3d219bcf492,5
6569a546244fd77c40ab59a2,656a0e4ba367f3d219bd0025,3
6569a546244fd77c40ab59a2,645ccd4bd64083493822c626,5
6569a546244fd77c40ab59a2,64528c91251f74d7d4c2fd19,5
6569a546244fd77c40ab59a2,645ccaccd64083493822c363,4
6569a546244fd77c40ab59a2,645cc95ed64083493822c34f,5
6569a546244fd77c40ab59a2,656a18b2a367f3d219bd0502,4
6569a546244fd77c40ab59a3,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59a3,644e9b74388d059aa6199744,5
6569a546244fd77c40ab59a3,656a1472a367f3d219bd0200,4
6569a546244fd77c40ab59a3,65689fbf68a4e80a2949306b,5
6569a546244fd77c40ab59a3,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab59a3,644ead35388d059aa61997e4,4
6569a546244fd77c40ab59a3,656a16b8a367f3d219bd036d,5
6569a546244fd77c40ab59a3,644ea11b388d059aa6199770,4
6569a546244fd77c40ab59a3,64528a1f251f74d7d4c2fcd8,5
6569a546244fd77c40ab59cd,644e9b74388d059aa6199744,5
6569a546244fd77c40ab59cd,644e9d3e388d059aa6199752,4
6569a546244fd77c40ab59cd,644e9f32388d059aa6199760,5
6569a546244fd77c40ab59cd,644ea11b388d059aa6199770,4
6569a546244fd77c40ab59cd,644ead35388d059aa61997e4,5
6569a546244fd77c40ab59cd,644eadd1388d059aa61997ec,5
6569a546244fd77c40ab59cd,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59cd,644eaef8388d059aa61997f6,5
6569a546244fd77c40ab59cd,644ecb51b745ed0835b36f04,4
6569a546244fd77c40ab59ce,656a19a7a367f3d219bd0513,4
6569a546244fd77c40ab59ce,656a18b2a367f3d219bd0502,5
6569a546244fd77c40ab59ce,656a1755a367f3d219bd0429,5
6569a546244fd77c40ab59ce,656a16b8a367f3d219bd036d,5
6569a546244fd77c40ab59ce,656a15afa367f3d219bd0220,4
6569a546244fd77c40ab59ce,656a1472a367f3d219bd0200,5
6569a546244fd77c40ab59ce,656a13b0a367f3d219bd01d0,5
6569a546244fd77c40ab59ce,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59ce,656a11cba367f3d219bd00c5,5
6569a546244fd77c40ab59ce,656a0d3da367f3d219bcff32,4
6569a546244fd77c40ab59d1,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab59d1,656a0e4ba367f3d219bd0025,4
6569a546244fd77c40ab59d1,656a0d3da367f3d219bcff32,4
6569a546244fd77c40ab59d1,656a0ba2a367f3d219bcfb05,4
6569a546244fd77c40ab59d1,656a0ad9a367f3d219bcfa0c,5
6569a546244fd77c40ab59d1,656a0a40a367f3d219bcfa00,4
6569a546244fd77c40ab59d1,656a085ba367f3d219bcf80f,4
6569a546244fd77c40ab59d1,656a07afa367f3d219bcf805,5
6569a546244fd77c40ab59d1,656a04f1a367f3d219bcf5a2,5
6569a546244fd77c40ab59d2,656a0367a367f3d219bcf598,4
6569a546244fd77c40ab59d2,656a0254a367f3d219bcf492,5
6569a546244fd77c40ab59d2,656a0159a367f3d219bcf451,4
6569a546244fd77c40ab59d2,656a00b6a367f3d219bcf446,4
6569a546244fd77c40ab59d2,6569ffe8a367f3d219bcf3f1,4
6569a546244fd77c40ab59d2,6569ff0ea367f3d219bcf3c3,5
6569a546244fd77c40ab59d2,6569fdfca367f3d219bcf21d,4
6569a546244fd77c40ab59d2,6569fd50a367f3d219bcf213,4
6569a546244fd77c40ab59d2,6569fa80a367f3d219bcf206,5
6569a546244fd77c40ab59a4,6568a16a68a4e80a2949307b,5
6569a546244fd77c40ab59a4,6569fd50a367f3d219bcf213,5
6569a546244fd77c40ab59d2,6456afc8810745eb5ce35e94,4
6569a546244fd77c40ab59a4,656a15afa367f3d219bd0220,5
6569a546244fd77c40ab59a4,656a0e4ba367f3d219bd0025,5
6569a546244fd77c40ab59a4,6456afc8810745eb5ce35e94,5
6569a546244fd77c40ab59a4,644e9d3e388d059aa6199752,5
6569a546244fd77c40ab59a4,656a11cba367f3d219bd00c5,5
6569a546244fd77c40ab59a4,644e9f32388d059aa6199760,5
6569a546244fd77c40ab59a4,656a0ad9a367f3d219bcfa0c,5
6569a546244fd77c40ab59a5,645ccd4bd64083493822c626,5
6569a546244fd77c40ab59a5,64528c91251f74d7d4c2fd19,4
6569a546244fd77c40ab59a5,64528a1f251f74d7d4c2fcd8,5
6569a546244fd77c40ab59a5,644eae76388d059aa61997f4,4
6569a546244fd77c40ab59a5,644eaef8388d059aa61997f6,3
6569a546244fd77c40ab59a5,644ead35388d059aa61997e4,5
6569a546244fd77c40ab59a5,6569fa80a367f3d219bcf206,5
6569a546244fd77c40ab59a5,656a04f1a367f3d219bcf5a2,4
6569a546244fd77c40ab59a5,656a0e4ba367f3d219bd0025,5
6569a546244fd77c40ab59a5,64528baf251f74d7d4c2fce5,4
6569a546244fd77c40ab59d2,6456afc8810745eb5ce35e94,4
6569a546244fd77c40ab59d2,6456afc8810745eb5ce35e94,5
6569a546244fd77c40ab59a6,656a1755a367f3d219bd0429,5
6569a546244fd77c40ab59a6,644ecb51b745ed0835b36f04,4
6569a546244fd77c40ab59a6,644eaef8388d059aa61997f6,5
6569a546244fd77c40ab59a6,656a12cea367f3d219bd017e,4
6569a546244fd77c40ab59a6,6569fdfca367f3d219bcf21d,4
6569a546244fd77c40ab59a6,644ea11b388d059aa6199770,5
6569a546244fd77c40ab59a6,656a0159a367f3d219bcf451,5
6569a546244fd77c40ab59a6,645ccca2d64083493822c61c,5
6569a546244fd77c40ab59a6,65689e7c68a4e80a29493053,5
6569a546244fd77c40ab59a6,656a0254a367f3d219bcf492,4
6569a546244fd77c40ab59d2,6456afc8810745eb5ce35e94,4
6569a546244fd77c40ab59d2,644e9b74388d059aa6199744,5
6569a546244fd77c40ab59a7,645ccd4bd64083493822c626,5
6569a546244fd77c40ab59a7,656a00b6a367f3d219bcf446,5
6569a546244fd77c40ab59a7,656a1472a367f3d219bd0200,4
6569a546244fd77c40ab59a7,645cc95ed64083493822c34f,5
6569a546244fd77c40ab59a7,65689b7a68a4e80a29492deb,5
6569a546244fd77c40ab59a7,656a13b0a367f3d219bd01d0,5
6569a546244fd77c40ab59a7,64528baf251f74d7d4c2fce5,5
6569a546244fd77c40ab59a7,6569ff0ea367f3d219bcf3c3,5
6569a546244fd77c40ab59a7,645cca1fd64083493822c359,5
6569a546244fd77c40ab59a7,656a19a7a367f3d219bd0513,5
6569a546244fd77c40ab59a8,656a18b2a367f3d219bd0502,5
6569a546244fd77c40ab59a8,656a1755a367f3d219bd0429,5
6569a546244fd77c40ab59a8,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59a8,656a13b0a367f3d219bd01d0,5
6569a546244fd77c40ab59a8,656a0e4ba367f3d219bd0025,5
6569a546244fd77c40ab59a8,645ccb8bd64083493822c36d,5
6569a546244fd77c40ab59a8,65689fbf68a4e80a2949306b,5
6569a546244fd77c40ab59a8,6568a16a68a4e80a2949307b,5
6569a546244fd77c40ab59a8,644e9d3e388d059aa6199752,5
6569a546244fd77c40ab59a8,644e9b74388d059aa6199744,5
6569a546244fd77c40ab59a9,656a1472a367f3d219bd0200,5
6569a546244fd77c40ab59a9,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab59d3,656a13b0a367f3d219bd01d0,5
6569a546244fd77c40ab59d3,65689d1168a4e80a29493049,4
6569a546244fd77c40ab59d3,65689b7a68a4e80a29492deb,5
6569a546244fd77c40ab59d3,65689e7c68a4e80a29493053,4
6569a546244fd77c40ab59d3,645ccd4bd64083493822c626,5
6569a546244fd77c40ab59d3,645ccb8bd64083493822c36d,5
6569a546244fd77c40ab59a9,645ccd4bd64083493822c626,5
6569a546244fd77c40ab59a9,65689e7c68a4e80a29493053,4
6569a546244fd77c40ab59d3,64528c91251f74d7d4c2fd19,4
6569a546244fd77c40ab59a9,65689b7a68a4e80a29492deb,5
6569a546244fd77c40ab59a9,645cca1fd64083493822c359,5
6569a546244fd77c40ab59d3,64528a1f251f74d7d4c2fcd8,4
6569a546244fd77c40ab59a9,645ccaccd64083493822c363,4
6569a546244fd77c40ab59a9,644eadd1388d059aa61997ec,5
6569a546244fd77c40ab59d3,644ecb51b745ed0835b36f04,5
6569a546244fd77c40ab59a9,644eaef8388d059aa61997f6,5
6569a546244fd77c40ab59d3,645cca1fd64083493822c359,4
6569a546244fd77c40ab59aa,644e9f32388d059aa6199760,5
6569a546244fd77c40ab59aa,644ea11b388d059aa6199770,5
6569a546244fd77c40ab59aa,645ccaccd64083493822c363,5
6569a546244fd77c40ab59aa,64528c91251f74d7d4c2fd19,5
6569a546244fd77c40ab59aa,65689d1168a4e80a29493049,5
6569a546244fd77c40ab59aa,656a085ba367f3d219bcf80f,5
6569a546244fd77c40ab59aa,656a07afa367f3d219bcf805,5
6569a546244fd77c40ab59aa,656a0367a367f3d219bcf598,5
6569a546244fd77c40ab59aa,656a00b6a367f3d219bcf446,5
6569a546244fd77c40ab59aa,656a15afa367f3d219bd0220,5
6569a546244fd77c40ab59aa,656a11cba367f3d219bd00c5,5
6569a546244fd77c40ab59d5,656a13b0a367f3d219bd01d0,4
6569a546244fd77c40ab59ab,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab59d5,656a12cea367f3d219bd017e,4
6569a546244fd77c40ab59ab,6569ff0ea367f3d219bcf3c3,5
6569a546244fd77c40ab59ab,656a0367a367f3d219bcf598,5
6569a546244fd77c40ab59d5,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59ab,656a04f1a367f3d219bcf5a2,5
6569a546244fd77c40ab59d5,64528baf251f74d7d4c2fce5,4
6569a546244fd77c40ab59ab,656a0159a367f3d219bcf451,5
6569a546244fd77c40ab59ab,656a0a40a367f3d219bcfa00,5
6569a546244fd77c40ab59ab,656a085ba367f3d219bcf80f,5
6569a546244fd77c40ab59d5,645cca1fd64083493822c359,4
6569a546244fd77c40ab59ab,65689e7c68a4e80a29493053,5
6569a546244fd77c40ab59ab,6569fa80a367f3d219bcf206,5
6569a546244fd77c40ab59d5,6456afc8810745eb5ce35e94,5
6569a546244fd77c40ab59ab,65689b7a68a4e80a29492deb,4
6569a546244fd77c40ab59d5,656a0159a367f3d219bcf451,4
6569a546244fd77c40ab59ab,6569fdfca367f3d219bcf21d,5
6569a546244fd77c40ab59d5,656a04f1a367f3d219bcf5a2,5
6569a546244fd77c40ab59d5,656a0254a367f3d219bcf492,5
6569a546244fd77c40ab59d5,656a0ad9a367f3d219bcfa0c,4
6569a546244fd77c40ab59ac,656a19a7a367f3d219bd0513,5
6569a546244fd77c40ab59ac,656a15afa367f3d219bd0220,5
6569a546244fd77c40ab59ac,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab59d6,65689d1168a4e80a29493049,5
6569a546244fd77c40ab59ac,656a0ba2a367f3d219bcfb05,4
6569a546244fd77c40ab59d6,65689e7c68a4e80a29493053,5
6569a546244fd77c40ab59ac,656a0a40a367f3d219bcfa00,5
6569a546244fd77c40ab59d6,65689fbf68a4e80a2949306b,3
6569a546244fd77c40ab59ac,65689b7a68a4e80a29492deb,5
6569a546244fd77c40ab59ac,6568a16a68a4e80a2949307b,5
6569a546244fd77c40ab59d6,6569fdfca367f3d219bcf21d,5
6569a546244fd77c40ab59ac,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59d6,6568a16a68a4e80a2949307b,5
6569a546244fd77c40ab59ac,64528a1f251f74d7d4c2fcd8,5
6569a546244fd77c40ab59d6,64528a1f251f74d7d4c2fcd8,3
6569a546244fd77c40ab59ac,645ccaccd64083493822c363,5
6569a546244fd77c40ab59ac,644ea11b388d059aa6199770,5
6569a546244fd77c40ab59d6,6456afc8810745eb5ce35e94,4
6569a546244fd77c40ab59d6,645cca1fd64083493822c359,5
6569a546244fd77c40ab59d6,645ccaccd64083493822c363,4
6569a546244fd77c40ab59d6,644ead35388d059aa61997e4,5
6569a546244fd77c40ab59ad,656a1755a367f3d219bd0429,5
6569a546244fd77c40ab59ad,656a16b8a367f3d219bd036d,5
6569a546244fd77c40ab59ad,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59d7,656a19a7a367f3d219bd0513,4
6569a546244fd77c40ab59ad,656a0d3da367f3d219bcff32,5
6569a546244fd77c40ab59d7,656a18b2a367f3d219bd0502,5
6569a546244fd77c40ab59ad,644e9f32388d059aa6199760,5
6569a546244fd77c40ab59ad,644e9d3e388d059aa6199752,5
6569a546244fd77c40ab59d7,656a1755a367f3d219bd0429,4
6569a546244fd77c40ab59ad,6569fa80a367f3d219bcf206,4
6569a546244fd77c40ab59d7,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59ad,6569fd50a367f3d219bcf213,4
6569a546244fd77c40ab59ad,65689fbf68a4e80a2949306b,5
6569a546244fd77c40ab59d7,656a0d3da367f3d219bcff32,4
6569a546244fd77c40ab59ad,645cc95ed64083493822c34f,3
6569a546244fd77c40ab59d7,645ccd4bd64083493822c626,3
6569a546244fd77c40ab59d7,65689fbf68a4e80a2949306b,5
6569a546244fd77c40ab59d7,656a07afa367f3d219bcf805,4
6569a546244fd77c40ab59d7,656a085ba367f3d219bcf80f,5
6569a546244fd77c40ab59d7,656a0a40a367f3d219bcfa00,5
6569a546244fd77c40ab59ae,656a11cba367f3d219bd00c5,5
6569a546244fd77c40ab59ae,656a00b6a367f3d219bcf446,5
6569a546244fd77c40ab59ae,6569ffe8a367f3d219bcf3f1,5
6569a546244fd77c40ab59ae,656a0367a367f3d219bcf598,5
6569a546244fd77c40ab59ae,656a0ad9a367f3d219bcfa0c,5
6569a546244fd77c40ab59ae,656a085ba367f3d219bcf80f,5
6569a546244fd77c40ab59ae,656a0ba2a367f3d219bcfb05,5
6569a546244fd77c40ab59ae,6569ff0ea367f3d219bcf3c3,5
6569a546244fd77c40ab59ae,65689d1168a4e80a29493049,4
6569a546244fd77c40ab59d8,656a0d3da367f3d219bcff32,5
6569a546244fd77c40ab59ae,645ccb8bd64083493822c36d,5
6569a546244fd77c40ab59d8,656a103fa367f3d219bd00bb,5
6569a546244fd77c40ab59ae,64528c91251f74d7d4c2fd19,4
6569a546244fd77c40ab59d8,656a11cba367f3d219bd00c5,5
6569a546244fd77c40ab59d8,644e9f32388d059aa6199760,5
6569a546244fd77c40ab59d8,644e9d3e388d059aa6199752,5
6569a546244fd77c40ab59d8,644e9b74388d059aa6199744,5
6569a546244fd77c40ab59d8,6569fa80a367f3d219bcf206,5
6569a546244fd77c40ab59d8,65689d1168a4e80a29493049,5
6569a546244fd77c40ab59d8,645ccb8bd64083493822c36d,4
6569a546244fd77c40ab59d8,644eae76388d059aa61997f4,4
6569a546244fd77c40ab59af,656a1755a367f3d219bd0429,4
6569a546244fd77c40ab59af,656a18b2a367f3d219bd0502,5
6569a546244fd77c40ab59af,656a16b8a367f3d219bd036d,4
6569a546244fd77c40ab59af,65689d1168a4e80a29493049,5
6569a546244fd77c40ab59af,65689fbf68a4e80a2949306b,5
6569a546244fd77c40ab59af,65689b7a68a4e80a29492deb,3
6569a546244fd77c40ab59af,6568a16a68a4e80a2949307b,5
6569a546244fd77c40ab59af,644eaef8388d059aa61997f6,2
6569a546244fd77c40ab59af,64528c91251f74d7d4c2fd19,5
6569a546244fd77c40ab59af,64528baf251f74d7d4c2fce5,5
6569a546244fd77c40ab59d9,656a00b6a367f3d219bcf446,4
6569a546244fd77c40ab59af,645cc95ed64083493822c34f,5
6569a546244fd77c40ab59d9,6569ffe8a367f3d219bcf3f1,5
6569a546244fd77c40ab59d9,6569ff0ea367f3d219bcf3c3,4
6569a546244fd77c40ab59d9,656a0367a367f3d219bcf598,5
6569a546244fd77c40ab59d9,656a0254a367f3d219bcf492,4
6569a546244fd77c40ab59d9,64528a1f251f74d7d4c2fcd8,4
6569a546244fd77c40ab59d9,645cca1fd64083493822c359,5
6569a546244fd77c40ab59d9,644ea11b388d059aa6199770,4
6569a546244fd77c40ab59d9,656a0ad9a367f3d219bcfa0c,5
6569a546244fd77c40ab59d9,656a0a40a367f3d219bcfa00,5
6569a546244fd77c40ab59da,656a12cea367f3d219bd017e,4
6569a546244fd77c40ab59b0,656a15afa367f3d219bd0220,5
6569a546244fd77c40ab59b0,656a1472a367f3d219bd0200,5
6569a546244fd77c40ab59da,656a0d3da367f3d219bcff32,4
6569a546244fd77c40ab59b0,645ccb8bd64083493822c36d,5
6569a546244fd77c40ab59da,656a0367a367f3d219bcf598,5
6569a546244fd77c40ab59b0,6569fdfca367f3d219bcf21d,5
6569a546244fd77c40ab59da,6569ff0ea367f3d219bcf3c3,4
6569a546244fd77c40ab59b0,6569fa80a367f3d219bcf206,5
6569a546244fd77c40ab59da,65689fbf68a4e80a2949306b,5
6569a546244fd77c40ab59b0,644eadd1388d059aa61997ec,5
6569a546244fd77c40ab59da,645ccb8bd64083493822c36d,4
6569a546244fd77c40ab59b0,644ead35388d059aa61997e4,5
6569a546244fd77c40ab59da,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59b0,644ecb51b745ed0835b36f04,4
6569a546244fd77c40ab59da,64528a1f251f74d7d4c2fcd8,4
6569a546244fd77c40ab59b0,644e9f32388d059aa6199760,5
6569a546244fd77c40ab59b0,644e9b74388d059aa6199744,3
6569a546244fd77c40ab59da,644e9d3e388d059aa6199752,5
6569a546244fd77c40ab59da,644e9f32388d059aa6199760,4
6569a546244fd77c40ab59b1,656a1472a367f3d219bd0200,5
6569a546244fd77c40ab59b1,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59b1,656a0e4ba367f3d219bd0025,4
6569a546244fd77c40ab59db,656a12cea367f3d219bd017e,4
6569a546244fd77c40ab59b1,6569ffe8a367f3d219bcf3f1,4
6569a546244fd77c40ab59b1,656a0159a367f3d219bcf451,4
6569a546244fd77c40ab59db,656a1472a367f3d219bd0200,4
6569a546244fd77c40ab59db,656a0159a367f3d219bcf451,5
6569a546244fd77c40ab59b1,656a04f1a367f3d219bcf5a2,2
6569a546244fd77c40ab59db,656a07afa367f3d219bcf805,4
6569a546244fd77c40ab59b1,656a07afa367f3d219bcf805,3
6569a546244fd77c40ab59b1,656a0ba2a367f3d219bcfb05,5
6569a546244fd77c40ab59db,65689d1168a4e80a29493049,5
6569a546244fd77c40ab59b1,6569fd50a367f3d219bcf213,5
6569a546244fd77c40ab59db,65689b7a68a4e80a29492deb,4
6569a546244fd77c40ab59b1,6568a16a68a4e80a2949307b,5
6569a546244fd77c40ab59db,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59b1,644eaef8388d059aa61997f6,4
6569a546244fd77c40ab59db,644eadd1388d059aa61997ec,4
6569a546244fd77c40ab59b1,64528baf251f74d7d4c2fce5,5
6569a546244fd77c40ab59db,644e9b74388d059aa6199744,5
6569a546244fd77c40ab59db,644ea11b388d059aa6199770,5
6569a546244fd77c40ab59b2,656a15afa367f3d219bd0220,5
6569a546244fd77c40ab59b2,656a1472a367f3d219bd0200,4
6569a546244fd77c40ab59b2,656a12cea367f3d219bd017e,5
6569a546244fd77c40ab59b2,645ccd4bd64083493822c626,5
6569a546244fd77c40ab59b2,645ccb8bd64083493822c36d,5
6569a546244fd77c40ab59b2,65689b7a68a4e80a29492deb,5
6569a546244fd77c40ab59b2,6569fdfca367f3d219bcf21d,5
6569a546244fd77c40ab59b2,644eae76388d059aa61997f4,5
6569a546244fd77c40ab59b2,644eaef8388d059aa61997f6,5
6569a546244fd77c40ab59b2,64528c91251f74d7d4c2fd19,5
6569a546244fd77c40ab59b2,64528baf251f74d7d4c2fce5,4
6569a546244fd77c40ab59dc,656a15afa367f3d219bd0220,5
